geometry,geometry_vertex_count,shape_area,pri_neigh,sec_neigh,shape_len,import_notes,geometry_pos
"<Polygon><outerBoundaryIs><LinearRing><coordinates>-87.6067081256,41.8168137714,0 -87.6067048095,41.8165790858,0 -87.6067002265,41.8163387136,0 -87.6066958154,41.8160993577,0 -87.6066898211,41.8158118025,0 -87.6066835722,41.8155663153,0 -87.6066766055,41.8152999122,0 -87.6066796364,41.8149941681,0 -87.6066823589,41.814719535,0 -87.6066715348,41.8142816453,0 -87.6066641409,41.8139946025,0 -87.6066564355,41.8136605209,0 -87.6066508944,41.8134205815,0 -87.6066469499,41.8131732002,0 -87.6066434674,41.8129547765,0 -87.6066353645,41.8126558739,0 -87.6066286742,41.8124039622,0 -87.6066251662,41.812240546,0 -87.6066231015,41.8121343844,0 -87.6066191838,41.811935784,0 -87.6066133684,41.8117363208,0 -87.606609102,41.811578306,0 -87.6066049509,41.8113540232,0 -87.606598239,41.8109914018,0 -87.6065911467,41.8106972256,0 -87.6065856776,41.8104801189,0 -87.6065800038,41.8102519241,0 -87.6065764501,41.8100684474,0 -87.6065753479,41.810011551,0 -87.6065718135,41.8098180024,0 -87.6065651802,41.8095327576,0 -87.6065573986,41.8091981442,0 -87.6065523853,41.8090056291,0 -87.6065482571,41.8088062039,0 -87.6065444369,41.8086243438,0 -87.6065382888,41.8083316557,0 -87.6065341012,41.8081374995,0 -87.6065302128,41.8079558035,0 -87.6065263592,41.8077152857,0 -87.6065231585,41.8075155222,0 -87.6065197392,41.8073864373,0 -87.6065140671,41.8071224295,0 -87.6065095383,41.8069162783,0 -87.6065024388,41.8066227877,0 -87.6064963732,41.8063708799,0 -87.6064936485,41.8061414412,0 -87.6064874584,41.8058935154,0 -87.6064778431,41.8055083738,0 -87.6064758057,41.8053556968,0 -87.6064716114,41.805125151,0 -87.6064580676,41.8045386683,0 -87.6064540053,41.8043464334,0 -87.6064486287,41.804081457,0 -87.6064293186,41.8031643995,0 -87.6064246861,41.8029426048,0 -87.606415916,41.8025114507,0 -87.6064072055,41.8022511631,0 -87.6067696132,41.8022397271,0 -87.6073843028,41.8022305583,0 -87.6076560099,41.8022265043,0 -87.6078858278,41.8022229084,0 -87.6091216719,41.8022035635,0 -87.6097686466,41.8021934526,0 -87.6100403633,41.8021885199,0 -87.6102400333,41.8021848949,0 -87.6107081789,41.8021775772,0 -87.6111085315,41.8021715877,0 -87.6112864035,41.802169054,0 -87.6115857301,41.8021647898,0 -87.6122321865,41.8021550183,0 -87.612503233,41.8021509831,0 -87.6128454801,41.8021458864,0 -87.6137919223,41.8021318402,0 -87.6140713261,41.8021278399,0 -87.6141925555,41.8021261041,0 -87.6143305685,41.8021241277,0 -87.6146426923,41.8021196576,0 -87.6149676255,41.8021148066,0 -87.61539069,41.8021078924,0 -87.6154972098,41.8021068335,0 -87.6157100963,41.8021053156,0 -87.6158582065,41.8021042589,0 -87.6160757503,41.8021027636,0 -87.616110744,41.8021025233,0 -87.6162719086,41.8021014166,0 -87.6163477258,41.8021008934,0 -87.6165488597,41.8020978299,0 -87.6166345827,41.8020965242,0 -87.616851033,41.8020932268,0 -87.6169164515,41.80209223,0 -87.6173462224,41.8020857348,0 -87.6174653677,41.802083934,0 -87.6177465406,41.8020794772,0 -87.6179653899,41.8020760079,0 -87.6184720522,41.8020679744,0 -87.6184868693,41.8020677263,0 -87.6185508684,41.8020666541,0 -87.6186312932,41.8020653068,0 -87.6190574044,41.8020581686,0 -87.6194070971,41.802052985,0 -87.619850439,41.8020464117,0 -87.6202246407,41.802040318,0 -87.6203076544,41.8020389661,0 -87.6204311653,41.8020369544,0 -87.6210268341,41.8020268348,0 -87.6214582573,41.8020195036,0 -87.6218398171,41.8020131149,0 -87.6219128702,41.8020118917,0 -87.6224482883,41.8020035706,0 -87.6226493434,41.802000879,0 -87.6228885053,41.8019976769,0 -87.6232939035,41.8019895631,0 -87.6234533663,41.8019867023,0 -87.6239594525,41.8019776209,0 -87.6242729798,41.8019729089,0 -87.6245612989,41.8019685767,0 -87.6246172773,41.8019676306,0 -87.6250875114,41.8019602123,0 -87.6251499085,41.8019592248,0 -87.6255960158,41.801951244,0 -87.6258897627,41.8019457979,0 -87.6261115313,41.8019416853,0 -87.6265830754,41.8019385228,0 -87.6267237332,41.8019355672,0 -87.6268715277,41.8019324617,0 -87.6272124746,41.8019252965,0 -87.6277602029,41.8019147212,0 -87.6279841828,41.801911553,0 -87.6280122078,41.8019111564,0 -87.6280402324,41.8019107602,0 -87.6282607272,41.8019076406,0 -87.6285280412,41.8019003769,0 -87.6287037512,41.8018956021,0 -87.6287982373,41.8018930345,0 -87.62880808,41.8022493822,0 -87.6288218478,41.8026665971,0 -87.6288300962,41.8027506913,0 -87.6288460503,41.8028845728,0 -87.6288964965,41.8031342685,0 -87.6289106745,41.8032211433,0 -87.6289149621,41.8032901196,0 -87.6289210117,41.8033656243,0 -87.6289282538,41.8036253462,0 -87.6289325939,41.8038150711,0 -87.628939734,41.8041677547,0 -87.6289559982,41.8046501614,0 -87.628964792,41.8050193207,0 -87.6289676331,41.8051366558,0 -87.6289777079,41.8056399498,0 -87.6289882311,41.8059768742,0 -87.6289971602,41.8062499849,0 -87.6290109788,41.8067045906,0 -87.6290205956,41.8070823307,0 -87.6290247789,41.8072446115,0 -87.6290171053,41.8074009883,0 -87.6289900189,41.8076135037,0 -87.6289663072,41.8077690963,0 -87.6289662322,41.8078596572,0 -87.6289812194,41.8083331366,0 -87.6289826359,41.8083712221,0 -87.6289791787,41.8084775417,0 -87.6289923211,41.8088264884,0 -87.6290091642,41.8089631194,0 -87.6290128739,41.8090849194,0 -87.629015914,41.8091836011,0 -87.6290159177,41.8091837321,0 -87.6290181238,41.8092753355,0 -87.6290352807,41.8099275496,0 -87.6290415191,41.8101533046,0 -87.6290408315,41.8102160757,0 -87.629037856,41.8102784897,0 -87.6290321244,41.8103412299,0 -87.6290241048,41.8104036127,0 -87.6290169236,41.8104732049,0 -87.6290106591,41.8105428025,0 -87.6290062247,41.8106127544,0 -87.6290027068,41.8106827118,0 -87.6290044056,41.8107369217,0 -87.6290043196,41.8107866612,0 -87.6290033196,41.810836052,0 -87.6290004861,41.8108854316,0 -87.6289962771,41.8109348027,0 -87.628990693,41.8109841654,0 -87.6289832783,41.8110331739,0 -87.6289771452,41.8110907661,0 -87.6289733007,41.8111487153,0 -87.6289717524,41.8112063356,0 -87.6289729513,41.8112643158,0 -87.6289937569,41.8120438175,0 -87.6289960369,41.8121285141,0 -87.6289960385,41.812128561,0 -87.6289982627,41.8122184496,0 -87.6290172012,41.8129173262,0 -87.6290197905,41.8130104237,0 -87.6290227937,41.8131183791,0 -87.6290260897,41.8132360601,0 -87.6290452613,41.8139136704,0 -87.6290621706,41.8145048221,0 -87.6290635609,41.8145453086,0 -87.6290657633,41.8146372556,0 -87.6290657636,41.8146372657,0 -87.6290684398,41.8147278327,0 -87.6290935995,41.8156541793,0 -87.6291156921,41.8163582208,0 -87.6291188142,41.8164502494,0 -87.6291188231,41.8164505121,0 -87.6291218983,41.8165452125,0 -87.6291236119,41.8165980502,0 -87.6291255853,41.8167109206,0 -87.6291375076,41.8171713454,0 -87.6291472507,41.8175796159,0 -87.6291585011,41.8180177394,0 -87.6291707128,41.818451752,0 -87.6291825385,41.8188792448,0 -87.6291878535,41.8190638297,0 -87.6291907125,41.8191608086,0 -87.6291921804,41.8192549261,0 -87.6291949657,41.8194611066,0 -87.6292551379,41.8197870146,0 -87.6292589795,41.819896809,0 -87.629259427,41.819939691,0 -87.6292615246,41.8200412419,0 -87.6292661064,41.8201671635,0 -87.6292710419,41.8203863926,0 -87.6292730948,41.8204920594,0 -87.6292751177,41.8206004708,0 -87.6292775159,41.8207582808,0 -87.6292910113,41.821159027,0 -87.6293017964,41.8215559833,0 -87.6293100441,41.821849671,0 -87.6293115366,41.8219227458,0 -87.6293144423,41.8220760997,0 -87.6293239609,41.8223794002,0 -87.6293328971,41.822694017,0 -87.6293393669,41.8230243984,0 -87.6293508839,41.8231452168,0 -87.6293566355,41.8232063118,0 -87.6293627927,41.823272212,0 -87.6293504003,41.8233568654,0 -87.6293530359,41.8235349163,0 -87.6293539645,41.823575743,0 -87.6293565249,41.8236764605,0 -87.6291297425,41.8236796237,0 -87.6289681997,41.8236814924,0 -87.6287653219,41.823683839,0 -87.6286179305,41.8236850422,0 -87.6283065631,41.8236875829,0 -87.6280695995,41.8236902172,0 -87.627734487,41.8236967761,0 -87.6275934144,41.8236990244,0 -87.6272249396,41.8237048964,0 -87.6269870887,41.8237080992,0 -87.6266120256,41.8237110063,0 -87.6264222468,41.8237137642,0 -87.6260800288,41.8237187364,0 -87.6259197478,41.8237210153,0 -87.6257436115,41.8237231146,0 -87.6255979462,41.8237248506,0 -87.6253193639,41.8237286772,0 -87.6249721562,41.8237341106,0 -87.6248227102,41.8237357329,0 -87.6244643246,41.8237396222,0 -87.6243212206,41.8237412826,0 -87.6242677609,41.8237416746,0 -87.6231467239,41.8237558227,0 -87.6224077907,41.8237651422,0 -87.6223463653,41.8237659168,0 -87.6222298259,41.8237673862,0 -87.6216019773,41.8237752674,0 -87.6209533233,41.8237834065,0 -87.6203953594,41.8237902669,0 -87.6199881693,41.8237952719,0 -87.6191776059,41.8238052306,0 -87.618861747,41.8238091097,0 -87.6185513181,41.823812918,0 -87.61821436,41.8238170507,0 -87.6179497273,41.8238202956,0 -87.6177099689,41.8238232352,0 -87.6172585454,41.8238301179,0 -87.6169968247,41.8238341076,0 -87.6167322976,41.8238381394,0 -87.6161092273,41.8238475923,0 -87.6154748292,41.8238553723,0 -87.6151477409,41.8238593821,0 -87.6143640358,41.8238689882,0 -87.6130758655,41.8238847763,0 -87.6126242724,41.8238908052,0 -87.6121360533,41.8238973208,0 -87.6098413666,41.823920738,0 -87.6095870684,41.8239233303,0 -87.6083377378,41.8239368568,0 -87.6073273404,41.8239489164,0 -87.6070285919,41.8239579499,0 -87.6069160436,41.8239600648,0 -87.6068796134,41.823963155,0 -87.6068730583,41.823964801,0 -87.6064372043,41.8233060847,0 -87.6068591857,41.8231657081,0 -87.6068553301,41.822728573,0 -87.6068526488,41.8224246025,0 -87.6068469056,41.8221265386,0 -87.6068446947,41.8220118142,0 -87.6068329651,41.8215028697,0 -87.6068233785,41.8210869156,0 -87.6068202039,41.8209560235,0 -87.6068088337,41.820487201,0 -87.6068062835,41.8203820517,0 -87.6068035498,41.8202693234,0 -87.6067987302,41.8200706116,0 -87.6067717045,41.8195718746,0 -87.6067717042,41.8195718708,0 -87.6067665902,41.8194774926,0 -87.6067603632,41.8193447156,0 -87.6067528265,41.8190788165,0 -87.606753429,41.8190396003,0 -87.6067529751,41.8188250273,0 -87.6067499673,41.8186183881,0 -87.6067473582,41.8184391474,0 -87.6067451864,41.8183099883,0 -87.6067425323,41.8181521211,0 -87.6067350162,41.8179440304,0 -87.6067298473,41.8178009114,0 -87.6067278482,41.8177329336,0 -87.6067265216,41.8176878267,0 -87.6067212088,41.8175071374,0 -87.6067166088,41.8172909695,0 -87.6067118812,41.8170795759,0 -87.6067081256,41.8168137714,0</coordinates></LinearRing></outerBoundaryIs></Polygon>",328,48492503.155400,Grand Boulevard,BRONZEVILLE,28196.837157,,"<Point><coordinates>-87.617830145,41.8129289177,0</coordinates></Point>"
"<Polygon><outerBoundaryIs><LinearRing><coordinates>-87.6276069749,41.8743709779,0 -87.6275952566,41.8738617124,0 -87.6275661103,41.8730919334,0 -87.6275551301,41.872801941,0 -87.6275403827,41.872302616,0 -87.6275257358,41.8718067089,0 -87.6275174001,41.8715244734,0 -87.6274938006,41.8705332899,0 -87.6274864098,41.8702228572,0 -87.6274796835,41.8698699731,0 -87.6274675896,41.8692354532,0 -87.6274617858,41.8689309555,0 -87.6274186765,41.8674135888,0 -87.6277652567,41.8674088484,0 -87.6279165141,41.8674067792,0 -87.6283578938,41.8674005742,0 -87.6284748304,41.8673987217,0 -87.6285016555,41.8673982966,0 -87.6288648944,41.8673925409,0 -87.6294510227,41.8673862725,0 -87.6299414606,41.8673813088,0 -87.6304352005,41.867373986,0 -87.6304564303,41.8683240851,0 -87.6304610382,41.8684967658,0 -87.6304784277,41.8691484042,0 -87.6304917524,41.869647715,0 -87.6304947803,41.8696843086,0 -87.6305120272,41.8698927483,0 -87.6305574086,41.8704412044,0 -87.6305612806,41.8705090148,0 -87.6305651098,41.8705760764,0 -87.6305702351,41.8707785786,0 -87.6305742002,41.8709260784,0 -87.6305742868,41.8709292678,0 -87.6305814997,41.8711948669,0 -87.630589161,41.8714641522,0 -87.6306027828,41.8719334194,0 -87.6306106664,41.8722316866,0 -87.6306169563,41.8724696496,0 -87.6306211085,41.8726436603,0 -87.6306230181,41.8727240784,0 -87.6306268033,41.8728578561,0 -87.630630801,41.8729789293,0 -87.6306338806,41.8730732133,0 -87.630639237,41.8732344977,0 -87.6306422387,41.8733694506,0 -87.6306468647,41.8735973886,0 -87.6306590617,41.8740123932,0 -87.630662297,41.8741127426,0 -87.6306754779,41.8745216335,0 -87.6302837967,41.8745262342,0 -87.6296689077,41.8745342351,0 -87.6294635168,41.8745369067,0 -87.6292304443,41.874539214,0 -87.6292096969,41.8745394194,0 -87.628917392,41.8745423123,0 -87.6287004347,41.8745449981,0 -87.6286855988,41.8745451815,0 -87.6282770585,41.874550238,0 -87.6279678431,41.8745550077,0 -87.627669451,41.874552825,0 -87.62766825,41.874552816,0 -87.627611152,41.8745523984,0 -87.6276069749,41.8743709779,0</coordinates></LinearRing></outerBoundaryIs></Polygon>",64,2162137.971390,Printers Row,PRINTERS ROW,6864.247156,,"<Point><coordinates>-87.6290396555,41.8709644969,0</coordinates></Point>"
"<Polygon><outerBoundaryIs><LinearRing><coordinates>-87.6670686891,41.8888518777,0 -87.667067806,41.88883879,0 -87.667067358,41.8888054585,0 -87.6670653598,41.8886567244,0 -87.6670651373,41.8886401427,0 -87.6670644098,41.8885859982,0 -87.6670645752,41.8884640451,0 -87.6670642313,41.8884442672,0 -87.6670614494,41.8882841968,0 -87.6670607616,41.888244566,0 -87.6670573998,41.8880508853,0 -87.6670562116,41.887982437,0 -87.6670515213,41.8878261577,0 -87.6670381852,41.8873813128,0 -87.6670248949,41.886937997,0 -87.6670119621,41.8865066017,0 -87.6670013633,41.8861530538,0 -87.6669932215,41.8858814912,0 -87.6669895031,41.8857574576,0 -87.666978895,41.8854035534,0 -87.666966193,41.8853537521,0 -87.6669597617,41.8853285372,0 -87.666952131,41.8852986201,0 -87.6669070876,41.8851220165,0 -87.6668904469,41.8842719339,0 -87.6668714016,41.8832989754,0 -87.6668697037,41.8832122392,0 -87.6668377046,41.8823789054,0 -87.666809366,41.8816416659,0 -87.6668089963,41.8816312631,0 -87.6668027508,41.8814554684,0 -87.666793275,41.8811887447,0 -87.6667919937,41.8809159366,0 -87.6667919485,41.8809130123,0 -87.6667908181,41.8808394526,0 -87.6667898614,41.88077717,0 -87.6667583457,41.8801687808,0 -87.6667491627,41.8799915064,0 -87.6667541212,41.8789251806,0 -87.6667525784,41.8788953458,0 -87.666687833,41.8776433399,0 -87.6666874967,41.8776244729,0 -87.6666786799,41.877129819,0 -87.6666647981,41.8763510106,0 -87.6666647616,41.8763498944,0 -87.6666577939,41.8761374451,0 -87.6666546563,41.8760417778,0 -87.6666469431,41.8758065974,0 -87.6666442622,41.8757248513,0 -87.6666365484,41.8754896613,0 -87.666815317,41.8754863567,0 -87.6668819675,41.8754851244,0 -87.6674445785,41.8754767249,0 -87.6682390458,41.8754631069,0 -87.6688617737,41.8754537863,0 -87.6689698433,41.8754502707,0 -87.669112051,41.8754456443,0 -87.669298813,41.8754395682,0 -87.6694387812,41.8754350143,0 -87.6694404645,41.8754349596,0 -87.6695566241,41.8754346771,0 -87.6696381998,41.8754344787,0 -87.6696479511,41.8754322077,0 -87.6696790723,41.8754323568,0 -87.6697226201,41.8754325651,0 -87.669980969,41.8754338019,0 -87.6703148332,41.8754458836,0 -87.6706756468,41.8754510397,0 -87.6711211646,41.8754531155,0 -87.6715156398,41.8754520415,0 -87.6715646117,41.8754514297,0 -87.6730549166,41.8754327999,0 -87.6732290657,41.8754306218,0 -87.6734068754,41.8754283975,0 -87.6736974818,41.8754247617,0 -87.6739877934,41.8754184696,0 -87.6747039859,41.875402945,0 -87.675010267,41.8753979229,0 -87.6754663106,41.8753904374,0 -87.6758430312,41.8753840876,0 -87.676210567,41.8753782329,0 -87.6763231531,41.8753766586,0 -87.6764992381,41.875374196,0 -87.6766532416,41.8753720424,0 -87.6768693125,41.87536902,0 -87.6771259682,41.8753694715,0 -87.6774069458,41.875368497,0 -87.6777126802,41.8753666753,0 -87.6781736198,41.8753614847,0 -87.6789243001,41.8753514222,0 -87.6802998095,41.8753329713,0 -87.6805174631,41.8753316376,0 -87.6805477404,41.8753317617,0 -87.6812642594,41.8753346956,0 -87.6813800054,41.8753351689,0 -87.6814943238,41.875335637,0 -87.6815037464,41.8753356759,0 -87.6821780843,41.8753384309,0 -87.6825305315,41.8753358732,0 -87.6829931755,41.8753327586,0 -87.6835318584,41.8753301272,0 -87.6836800641,41.8753276872,0 -87.6838081519,41.875325578,0 -87.6839366976,41.8753234613,0 -87.6842836046,41.8753177481,0 -87.6847028903,41.8753212971,0 -87.685250174,41.8753177457,0 -87.6858192163,41.8753120642,0 -87.6860028088,41.8753106711,0 -87.6862512424,41.8753087855,0 -87.6864774782,41.8753070679,0 -87.686694865,41.8753054173,0 -87.6869965922,41.8753003924,0 -87.6870379245,41.8752999346,0 -87.6874302822,41.8752955876,0 -87.6878447031,41.8752899868,0 -87.6880085379,41.875286503,0 -87.6886932057,41.8752828136,0 -87.6895041105,41.8752784388,0 -87.690165465,41.8752748663,0 -87.6902241641,41.8752738429,0 -87.6910838687,41.875258849,0 -87.6912018003,41.8752575458,0 -87.6913246675,41.8752561877,0 -87.6913302927,41.8753926561,0 -87.6913437925,41.8757201451,0 -87.6913567745,41.8760350626,0 -87.6913866737,41.8767603442,0 -87.6914168153,41.8774914989,0 -87.6914541205,41.8783964036,0 -87.6914326006,41.87839671,0 -87.6914363133,41.8785296558,0 -87.6914540657,41.8791406937,0 -87.6914552879,41.8792021025,0 -87.6914562132,41.8792432464,0 -87.6914575125,41.8793010184,0 -87.6914596815,41.8794052019,0 -87.6914672297,41.8797517047,0 -87.691477005,41.8801050814,0 -87.6914796713,41.8802056941,0 -87.6914827584,41.880309903,0 -87.691501603,41.8809953838,0 -87.6915045551,41.8811134666,0 -87.6915301101,41.8811130866,0 -87.6916326103,41.8811115595,0 -87.691728734,41.8811101276,0 -87.6921622699,41.8811059787,0 -87.6921888546,41.8813333348,0 -87.6921933405,41.8815319609,0 -87.692198612,41.8817650591,0 -87.6922068182,41.882029841,0 -87.6922151604,41.8822989897,0 -87.6922208086,41.8825714974,0 -87.6922242109,41.8827160832,0 -87.6922311553,41.8829412119,0 -87.6922370242,41.8831314689,0 -87.6922423369,41.8833155825,0 -87.6922455156,41.8834649146,0 -87.692248628,41.8836028106,0 -87.692250489,41.8836852913,0 -87.692255314,41.883899054,0 -87.6922590714,41.8840337351,0 -87.6922626813,41.8841649576,0 -87.6922795952,41.8844044501,0 -87.6919745337,41.8844163406,0 -87.6917248309,41.8844250663,0 -87.6916168902,41.8844288378,0 -87.6915920966,41.8844297042,0 -87.6915954913,41.8845486774,0 -87.6915967434,41.8846069996,0 -87.6916130759,41.8851308982,0 -87.6916116254,41.8851840604,0 -87.6916097419,41.8853264073,0 -87.6916114048,41.8854355,0 -87.6915989793,41.8854962326,0 -87.6915819626,41.8855794089,0 -87.6915810838,41.8856672192,0 -87.6916287663,41.8857189405,0 -87.6915965539,41.8858185824,0 -87.6916108753,41.8859472001,0 -87.691617193,41.8860039339,0 -87.6916860695,41.88609385,0 -87.691623263,41.8861771988,0 -87.6916161497,41.8862457646,0 -87.6916030796,41.8863132688,0 -87.6915603254,41.8864571027,0 -87.6914955302,41.8865856556,0 -87.69143808,41.8866999711,0 -87.6913772961,41.8868104299,0 -87.6913288087,41.88688494,0 -87.6912748287,41.8869577034,0 -87.6912158233,41.8870280381,0 -87.6911517932,41.8870959428,0 -87.691066472,41.8871812235,0 -87.6909844662,41.8872562313,0 -87.6908978985,41.8873284695,0 -87.690806773,41.8873972515,0 -87.6907120037,41.8874632694,0 -87.6906186686,41.8875234637,0 -87.6905244745,41.8875778214,0 -87.6904270983,41.8876290733,0 -87.6903265461,41.8876765351,0 -87.690222819,41.8877202049,0 -87.690116377,41.8877597434,0 -87.6898902794,41.8878291413,0 -87.6896909293,41.887886339,0 -87.6894888621,41.8879397484,0 -87.6893907886,41.8879797296,0 -87.6892904633,41.8880206286,0 -87.6890361045,41.8880428619,0 -87.6889592847,41.8880582102,0 -87.6886715104,41.888174594,0 -87.6884669262,41.8881731061,0 -87.6883675348,41.8881962173,0 -87.6882078536,41.8882344253,0 -87.6880527758,41.8882712879,0 -87.6879860349,41.8882887499,0 -87.6878502923,41.8883202324,0 -87.6877127582,41.8883472447,0 -87.6875743474,41.8883701353,0 -87.6874589652,41.8883856085,0 -87.6873850064,41.8883903386,0 -87.687235223,41.8884028738,0 -87.6867669207,41.8884077845,0 -87.686623752,41.8884108754,0 -87.6866231609,41.8885105114,0 -87.686622751,41.8885795175,0 -87.6866225454,41.8886141358,0 -87.686622422,41.8886349367,0 -87.6862803905,41.8885977726,0 -87.685993085,41.8885722785,0 -87.6858629939,41.8885731093,0 -87.6856818996,41.8885766985,0 -87.6855585865,41.8885789953,0 -87.6854104818,41.8885817539,0 -87.6853075966,41.8885833684,0 -87.6851154183,41.8885862355,0 -87.6848129714,41.8885908671,0 -87.6845006717,41.8885965399,0 -87.6841836411,41.8886018084,0 -87.6840866287,41.8886034205,0 -87.6839049689,41.8886048082,0 -87.6836626477,41.8886088712,0 -87.6833799949,41.8886135838,0 -87.6830270365,41.8886194887,0 -87.6829430539,41.8886208905,0 -87.6826734916,41.8886253895,0 -87.6824816029,41.8886286106,0 -87.6820577518,41.8886356752,0 -87.6817396794,41.8886410336,0 -87.6792898524,41.8886878022,0 -87.6787458425,41.8886910837,0 -87.6778322763,41.8887057484,0 -87.6768459464,41.8887204338,0 -87.6764560212,41.8887270133,0 -87.6762725309,41.8887301173,0 -87.6761687385,41.8887318735,0 -87.675733645,41.8887392621,0 -87.6753870356,41.8887454763,0 -87.6752905026,41.8887472067,0 -87.6748970039,41.8887525252,0 -87.6746587304,41.8887557142,0 -87.6744014344,41.8887599374,0 -87.6742486536,41.8887624449,0 -87.6740274224,41.8887654834,0 -87.6738389553,41.8887680785,0 -87.6736090926,41.8887712038,0 -87.6733626268,41.8887746175,0 -87.6731712215,41.8887772221,0 -87.6729826074,41.8887798149,0 -87.6727855087,41.8887824959,0 -87.6725728278,41.8887861823,0 -87.6724823926,41.8887877497,0 -87.6723515468,41.8887904819,0 -87.6721129245,41.8887954199,0 -87.6719607678,41.8887997888,0 -87.6718088175,41.8888041515,0 -87.6716529332,41.8888060525,0 -87.6714558742,41.8888084295,0 -87.6713414217,41.8888098167,0 -87.6711275404,41.8888124093,0 -87.6707373189,41.8888275122,0 -87.6704959841,41.8888212246,0 -87.6701666043,41.888826897,0 -87.6699293118,41.8888310698,0 -87.6696756362,41.8888355591,0 -87.6695223877,41.8888369195,0 -87.6693259315,41.8888391632,0 -87.6689913811,41.8888450181,0 -87.6687723242,41.8888463341,0 -87.6684449292,41.8888482809,0 -87.668109307,41.8888502889,0 -87.6680142501,41.8888512393,0 -87.6677652229,41.8888537288,0 -87.6674125118,41.8888568157,0 -87.6672646029,41.8888581259,0 -87.6670686891,41.8888518777,0</coordinates></LinearRing></outerBoundaryIs></Polygon>",297,32520512.705300,United Center,UNITED CENTER,23101.363745,,"<Point><coordinates>-87.6795165009,41.8820571568,0</coordinates></Point>"
